timestamp,drone_id,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz
1759460133.0235577,1,0.0,0.0,5.0,0.0,0.0,0.0,61.0,64.0,10.0,0.0,100.0,-45.12,0.0,0.0,-1.0,-999.0
1759460133.1252334,2,0.0,0.0,5.0,0.0,0.0,0.0,61.0,64.0,10.0,0.0,100.0,-45.14,0.0,1.0,-2.0,-1000.0
1759460133.2059705,1,0.0,0.0,5.0,0.0,0.0,0.0,61.0,64.0,10.0,0.0,100.0,-45.14,0.0,1.0,-3.0,-1001.0
1759460133.2145195,2,1.0,0.0,5.0,0.0,0.0,0.0,67.0,70.0,10.0,0.0,93.0,-43.36,0.0,21.0,4.0,-1000.0
1759460133.4162664,1,0.0,0.0,5.0,0.0,0.0,0.0,61.0,64.0,10.0,0.0,100.0,-45.13,0.0,0.0,-3.0,-998.0
1759460133.4195364,2,1.0,0.0,5.0,0.0,0.0,0.0,67.0,70.0,10.0,0.0,93.0,-43.38,0.0,21.0,2.0,-1000.0
1759460133.7224164,1,0.0,0.0,5.0,0.0,0.0,0.0,62.0,65.0,10.0,0.0,100.0,-45.16,0.0,0.0,-2.0,-998.0
1759460133.7235847,2,1.0,0.0,5.0,0.0,0.0,0.0,67.0,70.0,10.0,0.0,93.0,-43.38,0.0,19.0,4.0,-1000.0
1759460134.025448,1,0.0,0.0,5.0,0.0,0.0,0.0,62.0,65.0,10.0,0.0,100.0,-45.13,0.0,0.0,-2.0,-997.0
1759460134.0264876,2,0.0,0.0,5.0,0.0,0.0,0.0,62.0,65.0,10.0,0.0,100.0,-45.12,0.0,0.0,-2.0,-1000.0
1759460134.3285575,1,0.0,0.0,5.0,0.0,0.0,0.0,62.0,65.0,10.0,0.0,100.0,-45.1,0.0,0.0,-2.0,-998.0
1759460134.3305504,2,0.0,0.0,5.0,0.0,0.0,0.0,62.0,65.0,10.0,0.0,100.0,-45.12,0.0,0.0,-2.0,-999.0
1759460134.6317465,1,0.0,0.0,5.0,0.0,0.0,0.0,62.0,64.0,10.0,0.0,100.0,-45.13,0.0,0.0,-2.0,-1001.0
1759460134.642753,2,0.0,0.0,5.0,0.0,0.0,0.0,62.0,64.0,10.0,0.0,100.0,-45.11,0.0,1.0,-3.0,-999.0
1759460134.944398,1,1.0,0.0,5.0,0.0,0.0,0.0,67.0,70.0,10.0,0.0,93.0,-43.29,0.0,22.0,3.0,-998.0
1759460134.9484727,2,0.0,0.0,5.0,0.0,0.0,0.0,62.0,64.0,10.0,0.0,100.0,-45.09,0.0,0.0,-1.0,-999.0
1759460135.1508546,1,1.0,0.0,5.0,0.0,0.0,0.0,67.0,70.0,10.0,0.0,93.0,-43.27,0.0,19.0,3.0,-999.0
1759460135.191327,2,0.0,0.0,5.0,0.0,0.0,0.0,62.0,64.0,10.0,0.0,100.0,-45.04,0.0,0.0,-3.0,-999.0
1759460135.2927601,1,0.0,0.0,5.0,0.0,0.0,0.0,62.0,64.0,10.0,0.0,100.0,-44.99,0.0,0.0,-1.0,-998.0
1759460135.3930225,2,1.0,0.0,5.0,0.0,0.0,0.0,67.0,70.0,10.0,0.0,93.0,-43.29,0.0,22.0,4.0,-998.0
