timestamp,drone_id,role,mode,x,y,z,target_x,target_y,target_z,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,obs_error_x,obs_error_y,obs_error_z,obs_state_x,obs_state_y,obs_state_z,cbf_fire_flag,rc_safe_x,rc_safe_z,rc_diff_norm,qp_status,active_constraint_id,rc_nom_x,rc_nom_z,h_x,HOh_x,h2_value,h2_satisfied,h3_value,h3_satisfied,velocity_diff_x,velocity_diff_y
1765249319.3823965,0,leader,manual,0.854543924331665,0.03448963537812233,0.8464955687522888,0.9,1,1,0.04545607566833498,0.9655103646218777,0.15350443124771118,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249319.4827957,1,follower,manual,0.05652651935815811,0.05859554186463356,0.8557643890380859,0.1,1,1,0.043473480641841894,0.9414044581353664,0.14423561096191406,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249319.7046828,0,leader,manual,0.8545470237731934,0.0344918929040432,0.8464925289154053,0.9,1,1,0.04545297622680666,0.9655081070959568,0.15350747108459473,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249319.8049996,1,follower,manual,0.05650542303919792,0.05858934298157692,0.8557724356651306,0.1,1,1,0.043494576960802084,0.9414106570184231,0.14422756433486938,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249320.0401378,0,leader,manual,0.8545461297035217,0.03448621183633804,0.8464985489845276,0.9,1,1,0.045453870296478294,0.965513788163662,0.1535014510154724,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249320.1405087,1,follower,manual,0.05652104690670967,0.05859382078051567,0.8557599186897278,0.1,1,1,0.043478953093290335,0.9414061792194843,0.14424008131027222,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249320.6464498,0,leader,manual,0.8545434474945068,0.03448624163866043,0.846494734287262,0.9,1,1,0.045456552505493186,0.9655137583613396,0.15350526571273804,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249320.746864,1,follower,manual,0.05650652199983597,0.058581069111824036,0.8557776808738708,0.1,1,1,0.04349347800016404,0.941418930888176,0.14422231912612915,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249321.4605103,0,leader,manual,0.854541003704071,0.034492913633584976,0.8464937210083008,0.9,1,1,0.04545899629592898,0.965507086366415,0.15350627899169922,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249321.5609095,1,follower,manual,0.05651514232158661,0.05860147252678871,0.8557611703872681,0.1,1,1,0.0434848576784134,0.9413985274732113,0.14423882961273193,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249321.7779918,0,leader,manual,0.8545455932617188,0.03448641300201416,0.8464920520782471,0.9,1,1,0.04545440673828127,0.9655135869979858,0.15350794792175293,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249321.878362,1,follower,manual,0.056503843516111374,0.05857430025935173,0.8557729125022888,0.1,1,1,0.04349615648388863,0.9414256997406483,0.14422708749771118,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249323.2869456,0,leader,manual,0.8545435070991516,0.034494876861572266,0.8464934229850769,0.9,1,1,0.04545649290084841,0.9655051231384277,0.1535065770149231,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249323.3871822,1,follower,manual,0.05650176480412483,0.05858403071761131,0.8557701110839844,0.1,1,1,0.04349823519587517,0.9414159692823887,0.14422988891601562,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249323.8634346,0,leader,manual,0.8545435070991516,0.03448774293065071,0.8464929461479187,0.9,1,1,0.04545649290084841,0.9655122570693493,0.1535070538520813,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249323.9638455,1,follower,manual,0.056520309299230576,0.05858694761991501,0.8557605147361755,0.1,1,1,0.04347969070076943,0.941413052380085,0.14423948526382446,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1765249323.9756124,0,leader,manual,0.8545404076576233,0.034495048224925995,0.8464902639389038,0.9,1,1,0.04545959234237673,0.965504951775074,0.1535097360610962,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
