timestamp,drone_id,role,mode,x,y,z,target_x,target_y,target_z,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,obs_error_x,obs_error_y,obs_error_z,obs_state_x,obs_state_y,obs_state_z,cbf_fire_flag,rc_safe_x,rc_safe_z,rc_diff_norm,qp_status,active_constraint_id,rc_nom_x,rc_nom_z,h_x,HOh_x,h2_value,h2_satisfied,h3_value,h3_satisfied,velocity_diff_x,velocity_diff_y
1764902323.1587224,0,leader,manual,0.8571284413337708,0.03438158705830574,0.8346119523048401,0.9,1,1,0.04287155866622927,0.9656184129416943,0.1653880476951599,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902323.2590792,1,follower,manual,0.04591494798660278,0.05913070961833,0.8668075203895569,0.1,1,1,0.05408505201339722,0.94086929038167,0.13319247961044312,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902323.362671,0,leader,manual,0.8571293354034424,0.03438026085495949,0.8346084952354431,0.9,1,1,0.04287066459655764,0.9656197391450405,0.16539150476455688,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902323.463082,1,follower,manual,0.04591566324234009,0.059128496795892715,0.8668067455291748,0.1,1,1,0.05408433675765992,0.9408715032041073,0.1331932544708252,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902323.7652688,0,leader,manual,0.8571304082870483,0.03438490629196167,0.8346176743507385,0.9,1,1,0.04286959171295168,0.9656150937080383,0.16538232564926147,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902323.8657346,1,follower,manual,0.04591367766261101,0.05912943184375763,0.8668176531791687,0.1,1,1,0.054086322337389,0.9408705681562424,0.1331823468208313,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902323.9746232,0,leader,manual,0.857132613658905,0.034381669014692307,0.8346056342124939,0.9,1,1,0.04286738634109499,0.9656183309853077,0.1653943657875061,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902324.0750506,1,follower,manual,0.04591747373342514,0.059136223047971725,0.8668057918548584,0.1,1,1,0.054082526266574865,0.9408637769520283,0.1331942081451416,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902324.1804793,0,leader,manual,0.8571577072143555,0.03434028849005699,0.8345872163772583,0.9,1,1,0.04284229278564455,0.965659711509943,0.1654127836227417,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902324.2807777,1,follower,manual,0.04591813683509827,0.059141021221876144,0.8668016195297241,0.1,1,1,0.05408186316490174,0.9408589787781239,0.13319838047027588,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902324.484082,0,leader,manual,0.8571559190750122,0.03433176875114441,0.8345909714698792,0.9,1,1,0.042844080924987815,0.9656682312488556,0.16540902853012085,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902324.5843914,1,follower,manual,0.04591788724064827,0.059132397174835205,0.8668079376220703,0.1,1,1,0.054082112759351736,0.9408676028251648,0.1331920623779297,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902324.6910183,0,leader,manual,0.8571248650550842,0.03437035530805588,0.8346086144447327,0.9,1,1,0.042875134944915794,0.9656296446919441,0.16539138555526733,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902324.791293,1,follower,manual,0.045916393399238586,0.05912713333964348,0.8668111562728882,0.1,1,1,0.05408360660076142,0.9408728666603565,0.13318884372711182,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902324.89504,0,leader,manual,0.8571268916130066,0.03437349200248718,0.8346133232116699,0.9,1,1,0.04287310838699343,0.9656265079975128,0.16538667678833008,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902324.995405,1,follower,manual,0.045914992690086365,0.05913331359624863,0.8668172955513,0.1,1,1,0.05408500730991364,0.9408666864037514,0.13318270444869995,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902326.3712003,0,leader,manual,0.8571291565895081,0.034375399351119995,0.8346120715141296,0.9,1,1,0.042870843410491966,0.96562460064888,0.16538792848587036,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902326.3715546,1,follower,manual,0.04591582715511322,0.05912734940648079,0.8668074011802673,0.1,1,1,0.054084172844886785,0.9408726505935192,0.13319259881973267,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902326.7789128,0,leader,manual,0.857125997543335,0.03437827154994011,0.8346070051193237,0.9,1,1,0.04287400245666506,0.9656217284500599,0.16539299488067627,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902326.7790546,1,follower,manual,0.0459163635969162,0.0591307133436203,0.8667967915534973,0.1,1,1,0.05408363640308381,0.9408692866563797,0.13320320844650269,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902326.9842184,0,leader,manual,0.8571506142616272,0.034326210618019104,0.8345906734466553,0.9,1,1,0.042849385738372825,0.9656737893819809,0.16540932655334473,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902326.9844716,1,follower,manual,0.045915909111499786,0.059133075177669525,0.8668047189712524,0.1,1,1,0.05408409088850022,0.9408669248223305,0.13319528102874756,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902327.2956595,0,leader,manual,0.8571259379386902,0.03437265381217003,0.834611177444458,0.9,1,1,0.04287406206130984,0.96562734618783,0.165388822555542,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902327.296003,1,follower,manual,0.04591461271047592,0.0591278150677681,0.8668070435523987,0.1,1,1,0.054085387289524084,0.9408721849322319,0.13319295644760132,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902327.8025367,0,leader,manual,0.8571281433105469,0.034376468509435654,0.8346076011657715,0.9,1,1,0.04287185668945315,0.9656235314905643,0.16539239883422852,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902327.802853,1,follower,manual,0.04591679200530052,0.059131477028131485,0.8668025732040405,0.1,1,1,0.054083207994699484,0.9408685229718685,0.13319742679595947,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902328.012269,0,leader,manual,0.857123613357544,0.03437514975667,0.8346176147460938,0.9,1,1,0.04287638664245608,0.96562485024333,0.16538238525390625,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902328.0124722,1,follower,manual,0.04591504484415054,0.059133872389793396,0.866814136505127,0.1,1,1,0.05408495515584946,0.9408661276102066,0.13318586349487305,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902328.2153113,0,leader,manual,0.857127845287323,0.03437599912285805,0.8346132636070251,0.9,1,1,0.042872154712677024,0.965624000877142,0.16538673639297485,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902328.2155406,1,follower,manual,0.045916199684143066,0.05912816524505615,0.8668120503425598,0.1,1,1,0.05408380031585694,0.9408718347549438,0.13318794965744019,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902328.3992596,0,leader,manual,0.857125997543335,0.03437560051679611,0.8346141576766968,0.9,1,1,0.04287400245666506,0.9656243994832039,0.16538584232330322,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902328.399375,1,follower,manual,0.045923225581645966,0.05912351608276367,0.8668090105056763,0.1,1,1,0.05407677441835404,0.9408764839172363,0.13319098949432373,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902328.5662677,0,leader,manual,0.8571261167526245,0.0343749113380909,0.8346145153045654,0.9,1,1,0.04287388324737551,0.9656250886619091,0.16538548469543457,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902328.5664248,1,follower,manual,0.04591856524348259,0.059124693274497986,0.8668096661567688,0.1,1,1,0.054081434756517416,0.940875306725502,0.1331903338432312,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902328.7689595,0,leader,manual,0.8571281433105469,0.0343761220574379,0.8346024751663208,0.9,1,1,0.04287185668945315,0.9656238779425621,0.1653975248336792,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902328.7692518,1,follower,manual,0.045919269323349,0.05911718308925629,0.8668031096458435,0.1,1,1,0.054080730676651007,0.9408828169107437,0.1331968903541565,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902329.077168,0,leader,manual,0.8571297526359558,0.034376293420791626,0.834602415561676,0.9,1,1,0.04287024736404421,0.9656237065792084,0.16539758443832397,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902329.1777647,1,follower,manual,0.045917678624391556,0.05912879481911659,0.8668016195297241,0.1,1,1,0.05408232137560845,0.9408712051808834,0.13319838047027588,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902329.3654842,0,leader,manual,0.8571513295173645,0.03433409705758095,0.8345894813537598,0.9,1,1,0.04284867048263552,0.965665902942419,0.16541051864624023,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902329.4658544,1,follower,manual,0.04591809958219528,0.05912592262029648,0.8668063282966614,0.1,1,1,0.054081900417804724,0.9408740773797035,0.13319367170333862,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902329.5722678,0,leader,manual,0.8571307063102722,0.03437424823641777,0.8346065282821655,0.9,1,1,0.042869293689727805,0.9656257517635822,0.16539347171783447,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902329.6726925,1,follower,manual,0.04591701924800873,0.05912439152598381,0.8668032884597778,0.1,1,1,0.05408298075199128,0.9408756084740162,0.13319671154022217,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902329.7908409,0,leader,manual,0.8571280837059021,0.034374888986349106,0.8346136212348938,0.9,1,1,0.04287191629409792,0.9656251110136509,0.1653863787651062,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902329.8911152,1,follower,manual,0.04591973498463631,0.059125866740942,0.8668056726455688,0.1,1,1,0.0540802650153637,0.940874133259058,0.13319432735443115,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902329.9958787,0,leader,manual,0.8571287393569946,0.034375935792922974,0.8346090316772461,0.9,1,1,0.04287126064300539,0.965624064207077,0.1653909683227539,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1764902330.0961692,1,follower,manual,0.045919593423604965,0.05913278087973595,0.8668075203895569,0.1,1,1,0.05408040657639504,0.940867219120264,0.13319247961044312,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
