timestamp,drone_id,role,mode,x,y,z,x_hat,y_hat,z_hat,vx,vy,vz,vx_hat,vy_hat,vz_hat,target_x,target_y,target_z,target_vx,target_vy,target_vz,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,xi_x,xi_y,xi_z,xi_ijk_x,xi_ijk_y,xi_ijk_z,xi_sig_x,xi_sig_y,xi_sig_z,psi_x,psi_y,psi_z,tau,is_collinear,is_occluded,tracking_error,estimation_error,control_weight_norm
1768127826.7211623,0,follower_3,slaf,-0.022196440026164055,1.0,0.8826169371604919,-0.022196440026164055,1.0,0.8826169371604919,0.0,0.0,0.0,0.0,0.0,0.0,-0.022196440026164055,1.0,0.8826169371604919,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1768127826.7216825,1,follower_4,slaf,-0.09354957938194275,1.0,0.1474519968032837,-0.09354957938194275,1.0,0.1474519968032837,0.0,0.0,0.0,0.0,0.0,0.0,-0.09354957938194275,1.0,0.1474519968032837,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1768127827.2372036,0,follower_3,slaf,-0.025255681946873665,1.0,0.8950371742248535,-0.02491763061344812,1.0,0.896250460189349,0.00020997598767280579,0.0,0.0072193145751953125,0.009978513697102315,0.0,-0.04188714216162576,-0.022196440026164055,1.0,0.8826169371604919,0.0,0.0,0.0,-0.00305924192070961,0.0,0.012420237064361572,-4,0,0,0,1.0,-7.023456596878114e-05,0.0,-0.0002496514623150925,-7.023456596878114e-05,0.0,-0.0002496514623150925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.012791452218742326,0.0012595005103898972,0.613903185070869
1768127827.2376328,1,follower_4,slaf,-0.10037516802549362,1.0,0.14680705964565277,-0.10086311664346456,1.0,0.14678198712116136,-0.006786659359931946,0.0,-0.004455298185348511,0.023369924441078264,0.0,0.0007093523950853359,-0.09354957938194275,1.0,0.1474519968032837,0.0,0.0,0.0,-0.006825588643550873,0.0,-0.0006449371576309204,0,2,0,0,1.0,0.0008464101475917224,0.0,-0.00010451316091033766,0.0008464101475917224,0.0,-0.00010451316091033766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00685599039295299,0.0004885923508039427,1.3701823550769552
1768127827.7559733,0,follower_3,slaf,-0.019328707829117775,1.0,0.8824361562728882,-0.01961505319555122,1.0,0.8814114557561236,0.013768617063760757,0.0,-0.031130313873291016,0.0034030909136645426,0.0,-0.04683224380876361,-0.022196440026164055,1.0,0.8826169371604919,0.0,0.0,0.0,0.00286773219704628,0.0,-0.00018078088760375977,3,-2,0,0,1.0,-0.0001954368201297907,0.0,-0.0007054667287697824,-0.0001954368201297907,0.0,-0.0007054667287697824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.002873424730752258,0.0010639571504226968,0.6155261355939298
1768127827.7563095,1,follower_4,slaf,-0.11238229274749756,1.0,0.15158943831920624,-0.1167645852616017,1.0,0.15210859559116416,-0.04187837243080139,0.0,0.02035662531852722,0.06982830239276074,0.0,-0.003888627473365977,-0.09354957938194275,1.0,0.1474519968032837,0.0,0.0,0.0,-0.01883271336555481,0.0,0.004137441515922546,-3,9,0,0,1.0,-0.0028289183824081188,0.0,0.0004506259269935163,-0.0028289183824081188,0.0,0.0004506259269935163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.01928184418064896,0.004412936885136701,1.3952154267351928
1768127828.2666693,0,follower_3,slaf,-0.010424972511827946,1.0,0.8763192892074585,-0.01061745719514475,1.0,0.8756302255095396,0.019605187699198723,0.0,-0.009211897850036621,-0.027922083734265565,0.0,-0.018920983941528746,-0.022196440026164055,1.0,0.8826169371604919,0.0,0.0,0.0,0.01177146751433611,0.0,-0.006297647953033447,2,-4,0,0,1.0,4.432731549301738e-05,0.0,0.000158639666850674,4.432731549301738e-05,0.0,0.000158639666850674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.013350199143886084,0.000715443312290506,0.617389798403837
1768127828.2671382,1,follower_4,slaf,-0.13189072906970978,1.0,0.155961275100708,-0.13441695023213543,1.0,0.15627636149265228,-0.02390250563621521,0.0,0.0016669929027557373,0.1929853161995661,0.0,-0.03423877202071321,-0.09354957938194275,1.0,0.1474519968032837,0.0,0.0,0.0,-0.03834114968776703,0.0,0.008509278297424316,-2,12,0,0,1.0,0.002442821449623149,0.0,-0.0003953258069653437,0.002442821449623149,0.0,-0.0003953258069653437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.039274057296423734,0.002545795120561682,1.4045684586152665
1768127828.7792957,0,follower_3,slaf,0.001118563930504024,1.0,0.876693069934845,0.0011844182696391804,1.0,0.8769322896182812,0.019642389379441738,0.0,0.002181529998779297,-0.09187647392670584,0.0,-0.00021600614184263955,-0.022196440026164055,1.0,0.8826169371604919,0.0,0.0,0.0,0.02331500395666808,0.0,-0.005923867225646973,1,-7,0,0,1.0,6.223327771949158e-05,0.0,0.00022274177083199398,6.223327771949158e-05,0.0,0.00022274177083199398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.02405580205286331,0.0002481186226913416,0.619442027949008
1768127828.7794523,1,follower_4,slaf,-0.12950880825519562,1.0,0.14574415981769562,-0.12784614009015544,1.0,0.14494476334871678,0.01298174262046814,0.0,-0.029377341270446777,0.29245995507611355,0.0,-0.032696802881481524,-0.09354957938194275,1.0,0.1474519968032837,0.0,0.0,0.0,-0.03595922887325287,0.0,-0.0017078369855880737,3,7,0,0,1.0,0.000399034989813786,0.0,-0.0002942383553308156,0.000399034989813786,0.0,-0.0002942383553308156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.035999761781549684,0.0018448577564825742,1.3828463798322084
