timestamp,drone_id,role,mode,x,y,z,x_hat,y_hat,z_hat,vx,vy,vz,vx_hat,vy_hat,vz_hat,target_x,target_y,target_z,target_vx,target_vy,target_vz,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,xi_x,xi_y,xi_z,xi_ijk_x,xi_ijk_y,xi_ijk_z,xi_sig_x,xi_sig_y,xi_sig_z,psi_x,psi_y,psi_z,tau,is_collinear,is_occluded,tracking_error,estimation_error,control_weight_norm
1769662606.5523999,0,follower_3,slaf,-0.06303729116916656,1.0,0.7842615842819214,-0.06303729116916656,1.0,0.7842615842819214,0.0,0.0,0.0,0.0,0.0,0.0,-0.06303729116916656,1.0,0.7842615842819214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1769662606.5527465,1,follower_4,slaf,-0.4118465483188629,1.0,0.19269511103630066,-0.4118465483188629,1.0,0.19269511103630066,0.0,0.0,0.0,0.0,0.0,0.0,-0.4118465483188629,1.0,0.19269511103630066,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1769662607.0755048,0,follower_3,slaf,-0.056201353669166565,1.0,0.7856840491294861,-0.09434137018953723,1.0,0.7169983217511098,0.01481860876083374,0.0,-0.0008636713027954102,-0.0061615805359220045,0.0,-0.0010458012412148388,1.1066731531172991e-10,1.0,0.7999999998893327,-1.48773193359375e-06,0.0,1.48773193359375e-06,-0.05620135377983388,0.0,-0.014315950759846596,19,23,0,0,1.0,0.008353537868758821,0.0,0.034169377762778744,0.008353537868758821,0.0,0.034169377762778744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.05799602238812935,0.07856455947608171,0.6131004210163884
1769662607.0759232,1,follower_4,slaf,-0.4209129214286804,1.0,0.19342972338199615,-0.32792895922181053,1.0,0.3575581634529082,-0.010232031345367432,0.0,0.0016352534294128418,0.007803337189722009,0.0,-0.00026885147622059125,1.1066731531172991e-10,1.0,0.1999999998893327,-1.48773193359375e-06,0.0,1.48773193359375e-06,-0.42091292153934773,0.0,-0.006570276507336548,-40,50,0,0,1.0,-0.4538115121745475,0.0,0.3147892762199338,-0.4538115121745475,0.0,0.3147892762199338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.42096419806460017,0.18863764753569096,1.4990133298356316
1769662607.5914686,0,follower_3,slaf,-0.029225844889879227,1.0,0.7913121581077576,-0.0551564918359375,1.0,0.7723285494255684,0.10345812886953354,0.0,0.03218889236450195,0.17973175677369424,0.0,0.1262396635728664,0.0032214381899348154,1.0,0.7967785618100652,0.010362000465393066,0.0,-0.010362000465393066,-0.032447283079814045,0.0,-0.005466403702307665,0,6,0,0,1.0,0.0034417703574666225,0.0,0.013846922033453994,0.0034417703574666225,0.0,0.013846922033453994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.032904524745058845,0.03213683011187646,0.6176885835413222
1769662607.5923533,1,follower_4,slaf,-0.3875185251235962,1.0,0.17114584147930145,-0.2902709837502159,1.0,0.2984422205549795,0.17185866832733154,0.0,-0.12193992733955383,0.7847841838688141,0.0,-0.3373890752975717,0.0032214381899348154,1.0,0.1967785618100652,0.010362000465393066,0.0,-0.010362000465393066,-0.390739963313531,0.0,-0.025632720330763747,-15,50,0,0,1.0,-0.0027115490147790397,0.0,-0.011396972319533155,-0.0027115490147790397,0.0,-0.011396972319533155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3915798198092117,0.1601919237319598,1.4550984429247606
1769662608.1113687,0,follower_3,slaf,0.046647828072309494,1.0,0.8092639446258545,0.025941153825846386,1.0,0.8107499472818874,0.1498224213719368,0.0,0.02209007740020752,0.13552465070922728,0.0,0.07154932616224374,0.011856633302587623,1.0,0.7881433666974124,0.020763773918151856,0.0,-0.020763773918151856,0.03479119476972187,0.0,0.02112057792844213,-10,-15,0,0,1.0,0.0012140486624359868,0.0,0.004642982358911446,0.0012140486624359868,0.0,0.004642982358911446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.040700197119131,0.020759926836163838,0.6308297304841305
1769662608.1118572,1,follower_4,slaf,-0.21584315598011017,1.0,0.07496337592601776,-0.14599193470173455,1.0,0.18227392545940233,0.37266239523887634,0.0,-0.18209964036941528,1.1082244502274217,0.0,-0.3235012458090693,0.011856633302587623,1.0,0.18814336669741238,0.020763773918151856,0.0,-0.020763773918151856,-0.2276997892826978,0.0,-0.11317999077139462,16,5,0,0,1.0,-0.02136495424172056,0.0,-0.004229230508404139,-0.02136495424172056,0.0,-0.004229230508404139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25427721948770393,0.1280419741929871,1.3265395262503363
1769662608.6338875,0,follower_3,slaf,0.10266832262277603,1.0,0.8032628297805786,0.08279436432057533,1.0,0.8078483004593716,0.06903678178787231,0.0,-0.03660023212432861,-0.04666128105573355,0.0,-0.038357174949652156,0.025997730805744367,1.0,0.7740022691942556,0.031223316192626954,0.0,-0.031223316192626954,0.07667059181703166,0.0,0.02926056058632298,-8,-16,0,0,1.0,-0.000148499115705112,0.0,-0.0005966068672116909,-0.000148499115705112,0.0,-0.0005966068672116909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0820643653201544,0.02039609668401488,0.6417428367818194
1769662608.6340349,1,follower_4,slaf,-0.08446286618709564,1.0,0.015068822540342808,-0.06063195444137781,1.0,0.10685140882345662,0.1693706214427948,0.0,-0.051865437999367714,1.1408351905104719,0.0,-0.11980924623193895,0.025997730805744367,1.0,0.17400226919425565,0.031223316192626954,0.0,-0.031223316192626954,-0.11046059699284001,0.0,-0.15893344665391285,17,8,0,0,1.0,-0.017792395658122018,0.0,-0.006043953144727131,-0.017792395658122018,0.0,-0.006043953144727131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.19354943542492387,0.09482592208594348,1.2765705272831327
