timestamp,drone_id,role,mode,x,y,z,target_x,target_y,target_z,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,obs_error_x,obs_error_y,obs_error_z,obs_state_x,obs_state_y,obs_state_z,cbf_enabled,cbf_margin,cbf_applied,cbf_fallback,u_nom_lr,u_nom_fb,u_filt_lr,u_filt_fb
1756189710.3594902,1,follower,manual,0.04925352334976196,0.05819766968488693,1.0243536233901978,0,1,1,-0.04925352334976196,0.9418023303151131,-0.024353623390197754,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189710.5641344,0,leader,manual,0.056342557072639465,0.055386487394571304,0.07886748760938644,0,1,0,-0.056342557072639465,0.9446135126054287,-0.07886748760938644,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189710.5642357,1,follower,manual,0.04925568029284477,0.058196812868118286,1.024351954460144,0,1,1,-0.04925568029284477,0.9418031871318817,-0.024351954460144043,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189710.7671053,0,leader,manual,0.05633411183953285,0.05538611859083176,0.078873410820961,0,1,0,-0.05633411183953285,0.9446138814091682,-0.078873410820961,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189710.767199,1,follower,manual,0.049258094280958176,0.058200087398290634,1.02435302734375,0,1,1,-0.049258094280958176,0.9417999126017094,-0.02435302734375,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189710.9719996,0,leader,manual,0.05633224546909332,0.0553906075656414,0.07886739075183868,0,1,0,-0.05633224546909332,0.9446093924343586,-0.07886739075183868,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189710.9721303,1,follower,manual,0.0492551214993,0.058202601969242096,1.024354100227356,0,1,1,-0.0492551214993,0.9417973980307579,-0.024354100227355957,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189711.1266885,0,leader,manual,0.05633791536092758,0.0553881898522377,0.07887095212936401,0,1,0,-0.05633791536092758,0.9446118101477623,-0.07887095212936401,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189711.126913,1,follower,manual,0.049257416278123856,0.05820711329579353,1.0243539810180664,0,1,1,-0.049257416278123856,0.9417928867042065,-0.024353981018066406,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189711.3291268,0,leader,manual,0.056335173547267914,0.055397793650627136,0.07887064665555954,0,1,0,-0.056335173547267914,0.9446022063493729,-0.07887064665555954,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189711.3292997,1,follower,manual,0.04925763979554176,0.05820998176932335,1.0243533849716187,0,1,1,-0.04925763979554176,0.9417900182306767,-0.024353384971618652,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189711.5330505,0,leader,manual,0.0563385896384716,0.05539778992533684,0.07887594401836395,0,1,0,-0.0563385896384716,0.9446022100746632,-0.07887594401836395,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189711.5331938,1,follower,manual,0.04925759509205818,0.05820357799530029,1.0243556499481201,0,1,1,-0.04925759509205818,0.9417964220046997,-0.024355649948120117,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189711.7380788,0,leader,manual,0.056334204971790314,0.05540865659713745,0.07887604087591171,0,1,0,-0.056334204971790314,0.9445913434028625,-0.07887604087591171,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189711.7384272,1,follower,manual,0.04925229400396347,0.058220576494932175,1.0243555307388306,0,1,1,-0.04925229400396347,0.9417794235050678,-0.024355530738830566,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189711.9552693,0,leader,manual,0.05633678659796715,0.05539285019040108,0.07886932045221329,0,1,0,-0.05633678659796715,0.9446071498095989,-0.07886932045221329,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189711.955386,1,follower,manual,0.04925423115491867,0.058210767805576324,1.0243511199951172,0,1,1,-0.04925423115491867,0.9417892321944237,-0.024351119995117188,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189712.1597283,0,leader,manual,0.05633926764130592,0.05538759008049965,0.07885856181383133,0,1,0,-0.05633926764130592,0.9446124099195004,-0.07885856181383133,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189712.159818,1,follower,manual,0.049251824617385864,0.05819560959935188,1.0243444442749023,0,1,1,-0.049251824617385864,0.9418043904006481,-0.024344444274902344,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189712.362888,0,leader,manual,0.0563356876373291,0.05539415404200554,0.07887737452983856,0,1,0,-0.0563356876373291,0.9446058459579945,-0.07887737452983856,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189712.3629875,1,follower,manual,0.049255501478910446,0.05820627510547638,1.0243490934371948,0,1,1,-0.049255501478910446,0.9417937248945236,-0.024349093437194824,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189712.519345,0,leader,manual,0.05633266642689705,0.05539856478571892,0.0788799300789833,0,1,0,-0.05633266642689705,0.9446014352142811,-0.0788799300789833,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189712.519584,1,follower,manual,0.04925557225942612,0.05822104215621948,1.0243608951568604,0,1,1,-0.04925557225942612,0.9417789578437805,-0.02436089515686035,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189720.9412532,0,leader,manual,0.05633862689137459,0.0553906075656414,0.07886913418769836,0,1,0,-0.05633862689137459,0.9446093924343586,-0.07886913418769836,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189721.0415766,1,follower,manual,0.04925592988729477,0.05820536985993385,1.024351954460144,0,1,1,-0.04925592988729477,0.9417946301400661,-0.024351954460144043,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189721.0421555,0,follower,manual,0.2180037945508957,0.82073575258255,0.33511877059936523,0,1,0,-0.2180037945508957,0.17926424741744995,-0.33511877059936523,0,0,0,0,,,,,,,,False,,False,False,,,,
1756189721.142513,1,follower,manual,0.17682038247585297,0.852211594581604,1.1993433237075806,0,1,1,-0.17682038247585297,0.147788405418396,-0.19934332370758057,0,0,0,0,,,,,,,,False,,False,False,,,,
1756189721.3907325,0,leader,manual,0.2180037945508957,0.82073575258255,0.33511877059936523,0,1,0,-0.2180037945508957,0.17926424741744995,-0.33511877059936523,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189721.4910214,1,follower,manual,0.17682038247585297,0.852211594581604,1.1993433237075806,0,1,1,-0.17682038247585297,0.147788405418396,-0.19934332370758057,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189721.4914396,0,follower,manual,0.22874896228313446,0.8363484740257263,0.34179991483688354,0,1,0,-0.22874896228313446,0.16365152597427368,-0.34179991483688354,0,0,0,0,,,,,,,,False,,False,False,,,,
1756189721.5918097,1,follower,manual,0.193215474486351,0.8437284231185913,1.213749647140503,0,1,1,-0.193215474486351,0.1562715768814087,-0.21374964714050293,0,0,0,0,,,,,,,,False,,False,False,,,,
1756189721.6969497,0,leader,manual,0.22874896228313446,0.8363484740257263,0.34179991483688354,0,1,0,-0.22874896228313446,0.16365152597427368,-0.34179991483688354,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189721.7973144,1,follower,manual,0.193215474486351,0.8437284231185913,1.213749647140503,0,1,1,-0.193215474486351,0.1562715768814087,-0.21374964714050293,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189721.797764,0,follower,manual,0.2401742786169052,0.8409968018531799,0.35168397426605225,0,1,0,-0.2401742786169052,0.15900319814682007,-0.35168397426605225,0,0,0,0,,,,,,,,False,,False,False,,,,
1756189721.8981173,1,follower,manual,0.20666387677192688,0.8323239684104919,1.2259114980697632,0,1,1,-0.20666387677192688,0.16767603158950806,-0.22591149806976318,0,0,0,0,,,,,,,,False,,False,False,,,,
1756189722.0028245,0,leader,manual,0.2401742786169052,0.8409968018531799,0.35168397426605225,0,1,0,-0.2401742786169052,0.15900319814682007,-0.35168397426605225,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
1756189722.1033058,1,follower,manual,0.20666387677192688,0.8323239684104919,1.2259114980697632,0,1,1,-0.20666387677192688,0.16767603158950806,-0.22591149806976318,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,False,,,,
