timestamp,drone_id,role,mode,x,y,z,target_x,target_y,target_z,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,obs_error_x,obs_error_y,obs_error_z,obs_state_x,obs_state_y,obs_state_z,cbf_fire_flag,rc_safe_x,rc_safe_z,rc_diff_norm,qp_status,active_constraint_id
1756190777.4578233,0,leader,manual,-0.2205399125814438,0.057309869676828384,-0.07564745098352432,0,1,0,0.2205399125814438,0.9426901303231716,0.07564745098352432,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1756190777.4580007,1,follower,manual,-0.21141351759433746,0.05864088982343674,0.9877081513404846,0,1,1,0.21141351759433746,0.9413591101765633,0.01229184865951538,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1756190777.5597432,0,leader,manual,-0.22053858637809753,0.05731240287423134,-0.07565037161111832,0,1,0,0.22053858637809753,0.9426875971257687,0.07565037161111832,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1756190777.5598536,1,follower,manual,-0.2114163041114807,0.05864626169204712,0.9877052307128906,0,1,1,0.2114163041114807,0.9413537383079529,0.012294769287109375,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1756190777.6671333,0,leader,manual,-0.2205325812101364,0.057312533259391785,-0.07565023750066757,0,1,0,0.2205325812101364,0.9426874667406082,0.07565023750066757,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1756190777.667232,1,follower,manual,-0.21141770482063293,0.05865566432476044,0.9877146482467651,0,1,1,0.21141770482063293,0.9413443356752396,0.012285351753234863,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1756190777.8148916,0,leader,manual,-0.22054871916770935,0.057292647659778595,-0.07565310597419739,0,1,0,0.22054871916770935,0.9427073523402214,0.07565310597419739,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1756190777.8149555,1,follower,manual,-0.21141861379146576,0.05864239111542702,0.9877065420150757,0,1,1,0.21141861379146576,0.941357608884573,0.012293457984924316,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1756190778.040099,0,leader,manual,-0.22053766250610352,0.0573071651160717,-0.07565352320671082,0,1,0,0.22053766250610352,0.9426928348839283,0.07565352320671082,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1756190778.0402205,1,follower,manual,-0.21141257882118225,0.058631133288145065,0.9877170324325562,0,1,1,0.21141257882118225,0.9413688667118549,0.012282967567443848,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
