timestamp,drone_id,role,mode,x,y,z,target_x,target_y,target_z,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,obs_error_x,obs_error_y,obs_error_z,obs_state_x,obs_state_y,obs_state_z,cbf_fire_flag,rc_safe_x,rc_safe_z,rc_diff_norm,qp_status,active_constraint_id,rc_nom_x,rc_nom_z,h_x,HOh_x,h2_value,h2_satisfied,h3_value,h3_satisfied,velocity_diff_x,velocity_diff_y
1767688813.0887592,0,leader,manual,0.8347102999687195,0.034783367067575455,0.8365650773048401,0.9,1,1,0.06528970003128054,0.9652166329324245,0.1634349226951599,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688813.0890844,1,follower,manual,-0.06455311924219131,0.3036389946937561,0.7286110520362854,0.1,1,1,0.16455311924219132,0.6963610053062439,0.2713889479637146,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688813.2967362,0,leader,manual,0.834709644317627,0.034785132855176926,0.836565375328064,0.9,1,1,0.06529035568237307,0.9652148671448231,0.16343462467193604,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688813.296984,1,follower,manual,-0.06455311924219131,0.3036389946937561,0.7286110520362854,0.1,1,1,0.16455311924219132,0.6963610053062439,0.2713889479637146,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688813.4436004,0,leader,manual,0.8347105979919434,0.03478165343403816,0.8365675210952759,0.9,1,1,0.06528940200805666,0.9652183465659618,0.16343247890472412,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688813.4438848,1,follower,manual,-0.06455311924219131,0.3036389946937561,0.7286110520362854,0.1,1,1,0.16455311924219132,0.6963610053062439,0.2713889479637146,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688813.64594,0,leader,manual,0.8347183465957642,0.03478114306926727,0.8365609049797058,0.9,1,1,0.06528165340423586,0.9652188569307327,0.1634390950202942,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688813.6461701,1,follower,manual,-0.06455311924219131,0.3036389946937561,0.7286110520362854,0.1,1,1,0.16455311924219132,0.6963610053062439,0.2713889479637146,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688813.8509226,0,leader,manual,0.8347124457359314,0.03478468209505081,0.8365629315376282,0.9,1,1,0.06528755426406863,0.9652153179049492,0.16343706846237183,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688813.851155,1,follower,manual,-0.06455311924219131,0.3036389946937561,0.7286110520362854,0.1,1,1,0.16455311924219132,0.6963610053062439,0.2713889479637146,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688814.054711,0,leader,manual,0.8347122073173523,0.03477899730205536,0.8365660905838013,0.9,1,1,0.06528779268264773,0.9652210026979446,0.16343390941619873,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1767688814.054973,1,follower,manual,-0.06455311924219131,0.3036389946937561,0.7286110520362854,0.1,1,1,0.16455311924219132,0.6963610053062439,0.2713889479637146,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
