timestamp,drone_id,role,mode,x,y,z,target_x,target_y,target_z,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,obs_error_x,obs_error_y,obs_error_z,obs_state_x,obs_state_y,obs_state_z,cbf_fire_flag,rc_safe_x,rc_safe_z,rc_diff_norm,qp_status,active_constraint_id,rc_nom_x,rc_nom_z,h_x,HOh_x
1760685939.0379167,0,leader,manual,0.7159673571586609,0.04435565322637558,0.7696987986564636,0.9,1,1,0.18403264284133913,0.9556443467736244,0.23030120134353638,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685939.038075,1,follower,manual,-0.14647671580314636,0.05618104711174965,0.6984542012214661,0.1,1,1,0.24647671580314637,0.9438189528882504,0.30154579877853394,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685939.3424177,0,leader,manual,0.7159714102745056,0.044350337237119675,0.769705057144165,0.9,1,1,0.1840285897254944,0.9556496627628803,0.23029494285583496,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685939.3426778,1,follower,manual,-0.14647214114665985,0.05617789924144745,0.6984530091285706,0.1,1,1,0.24647214114665986,0.9438221007585526,0.30154699087142944,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685939.5458024,0,leader,manual,0.7160130739212036,0.044365838170051575,0.769686758518219,0.9,1,1,0.1839869260787964,0.9556341618299484,0.230313241481781,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685939.546094,1,follower,manual,-0.14647188782691956,0.056181054562330246,0.6984532475471497,0.1,1,1,0.24647188782691956,0.9438189454376698,0.30154675245285034,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685939.7532506,0,leader,manual,0.7160125970840454,0.04436749964952469,0.7696860432624817,0.9,1,1,0.1839874029159546,0.9556325003504753,0.2303139567375183,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685939.7538383,1,follower,manual,-0.14646866917610168,0.05618315935134888,0.6984545588493347,0.1,1,1,0.2464686691761017,0.9438168406486511,0.3015454411506653,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685939.9691973,0,leader,manual,0.7160114049911499,0.044371407479047775,0.7696875929832458,0.9,1,1,0.18398859500885012,0.9556285925209522,0.23031240701675415,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685939.969281,1,follower,manual,-0.14647024869918823,0.05618542805314064,0.6984548568725586,0.1,1,1,0.24647024869918824,0.9438145719468594,0.3015451431274414,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685940.1782823,0,leader,manual,0.716015636920929,0.04436403885483742,0.7696876525878906,0.9,1,1,0.18398436307907107,0.9556359611451626,0.23031234741210938,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685940.1784222,1,follower,manual,-0.14646774530410767,0.05618107318878174,0.6984572410583496,0.1,1,1,0.24646774530410767,0.9438189268112183,0.3015427589416504,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685940.383873,0,leader,manual,0.7160131335258484,0.04436905309557915,0.7696864604949951,0.9,1,1,0.18398686647415163,0.9556309469044209,0.23031353950500488,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760685940.3840098,1,follower,manual,-0.14647074043750763,0.05618235096335411,0.6984578967094421,0.1,1,1,0.24647074043750763,0.9438176490366459,0.30154210329055786,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
