timestamp,drone_id,role,mode,x,y,z,target_x,target_y,target_z,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,obs_error_x,obs_error_y,obs_error_z,obs_state_x,obs_state_y,obs_state_z,cbf_fire_flag,rc_safe_x,rc_safe_z,rc_diff_norm,qp_status,active_constraint_id,rc_nom_x,rc_nom_z,h_x,HOh_x
1760687546.9753816,0,leader,manual,0.7216446399688721,0.045980554074048996,0.804460346698761,0.9,1,1,0.17835536003112795,0.954019445925951,0.195539653301239,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687547.075803,1,follower,manual,-0.19811594486236572,0.05601188540458679,0.7027491927146912,0.1,1,1,0.2981159448623657,0.9439881145954132,0.29725080728530884,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687547.1779666,0,leader,manual,0.7216525077819824,0.04598467797040939,0.8044630885124207,0.9,1,1,0.1783474922180176,0.9540153220295906,0.19553691148757935,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687547.278189,1,follower,manual,-0.19808505475521088,0.05618898570537567,0.7029651999473572,0.1,1,1,0.29808505475521085,0.9438110142946243,0.2970348000526428,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687547.3822699,0,leader,manual,0.7216500639915466,0.04598042741417885,0.804458498954773,0.9,1,1,0.1783499360084534,0.9540195725858212,0.19554150104522705,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687547.4825702,1,follower,manual,-0.19811804592609406,0.05599724501371384,0.7027547359466553,0.1,1,1,0.29811804592609403,0.9440027549862862,0.2972452640533447,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687547.5870786,0,leader,manual,0.7215471267700195,0.04594774544239044,0.8045786619186401,0.9,1,1,0.1784528732299805,0.9540522545576096,0.19542133808135986,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687547.8879554,1,follower,manual,-0.1980898231267929,0.05617740377783775,0.7029709219932556,0.1,1,1,0.2980898231267929,0.9438225962221622,0.2970290780067444,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687547.9897757,0,leader,manual,0.7215437889099121,0.045947495847940445,0.8045734763145447,0.9,1,1,0.1784562110900879,0.9540525041520596,0.19542652368545532,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687548.09013,1,follower,manual,-0.19808568060398102,0.05617990717291832,0.7029675841331482,0.1,1,1,0.298085680603981,0.9438200928270817,0.2970324158668518,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687548.1960034,0,leader,manual,0.7216430306434631,0.0459856279194355,0.8044557571411133,0.9,1,1,0.1783569693565369,0.9540143720805645,0.19554424285888672,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687548.296487,1,follower,manual,-0.19808366894721985,0.05617895349860191,0.7029624581336975,0.1,1,1,0.2980836689472198,0.9438210465013981,0.2970375418663025,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687548.502156,0,leader,manual,0.7216514348983765,0.04598033428192139,0.8044599890708923,0.9,1,1,0.17834856510162356,0.9540196657180786,0.19554001092910767,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687548.6049683,1,follower,manual,-0.19808442890644073,0.05617927387356758,0.7029728293418884,0.1,1,1,0.2980844289064407,0.9438207261264324,0.2970271706581116,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687548.7616017,0,leader,manual,0.7216464281082153,0.045981939882040024,0.8044646978378296,0.9,1,1,0.1783535718917847,0.95401806011796,0.1955353021621704,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687548.8619196,1,follower,manual,-0.19809284806251526,0.05618540197610855,0.7029680013656616,0.1,1,1,0.29809284806251524,0.9438145980238914,0.2970319986343384,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687548.9659655,0,leader,manual,0.7216507196426392,0.045989081263542175,0.8044566512107849,0.9,1,1,0.17834928035736086,0.9540109187364578,0.1955433487892151,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687549.066203,1,follower,manual,-0.19808538258075714,0.05618462339043617,0.7029690146446228,0.1,1,1,0.2980853825807571,0.9438153766095638,0.2970309853553772,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687549.16736,0,leader,manual,0.7216475009918213,0.04598386585712433,0.8044586181640625,0.9,1,1,0.17835249900817873,0.9540161341428757,0.1955413818359375,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687549.2677112,1,follower,manual,-0.19808329641819,0.05617706477642059,0.7029674649238586,0.1,1,1,0.29808329641819,0.9438229352235794,0.29703253507614136,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687549.3735595,0,leader,manual,0.721647322177887,0.0459805428981781,0.8044604063034058,0.9,1,1,0.17835267782211306,0.9540194571018219,0.19553959369659424,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687549.473872,1,follower,manual,-0.19808779656887054,0.0561804436147213,0.7029662728309631,0.1,1,1,0.2980877965688705,0.9438195563852787,0.29703372716903687,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687549.5781288,0,leader,manual,0.7216421961784363,0.045979976654052734,0.8044604659080505,0.9,1,1,0.17835780382156374,0.9540200233459473,0.19553953409194946,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687549.678367,1,follower,manual,-0.19808465242385864,0.05616750568151474,0.7029690742492676,0.1,1,1,0.2980846524238586,0.9438324943184853,0.2970309257507324,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687549.78632,0,leader,manual,0.7216416001319885,0.0459880456328392,0.8044649958610535,0.9,1,1,0.1783583998680115,0.9540119543671608,0.19553500413894653,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687549.8865967,1,follower,manual,-0.19811983406543732,0.05600423738360405,0.7027565836906433,0.1,1,1,0.2981198340654373,0.943995762616396,0.2972434163093567,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687549.9911373,0,leader,manual,0.7216479778289795,0.045981064438819885,0.8044683933258057,0.9,1,1,0.17835202217102053,0.9540189355611801,0.19553160667419434,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687550.0914795,1,follower,manual,-0.19808745384216309,0.05617543309926987,0.7029678821563721,0.1,1,1,0.29808745384216306,0.9438245669007301,0.29703211784362793,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687550.1952271,0,leader,manual,0.7215380072593689,0.04595060646533966,0.8045809268951416,0.9,1,1,0.17846199274063113,0.9540493935346603,0.1954190731048584,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687550.295499,1,follower,manual,-0.1980922520160675,0.05617653205990791,0.702973484992981,0.1,1,1,0.2980922520160675,0.9438234679400921,0.29702651500701904,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687550.399434,0,leader,manual,0.7216435670852661,0.04598509147763252,0.8044532537460327,0.9,1,1,0.1783564329147339,0.9540149085223675,0.19554674625396729,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687550.499802,1,follower,manual,-0.19808785617351532,0.0561811588704586,0.7029703259468079,0.1,1,1,0.2980878561735153,0.9438188411295414,0.29702967405319214,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687550.6050239,0,leader,manual,0.721648633480072,0.04598664864897728,0.8044625520706177,0.9,1,1,0.178351366519928,0.9540133513510227,0.19553744792938232,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687550.7055924,1,follower,manual,-0.19808217883110046,0.05617799237370491,0.7029722929000854,0.1,1,1,0.29808217883110044,0.9438220076262951,0.29702770709991455,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687550.857978,0,leader,manual,0.7216441631317139,0.04598145931959152,0.8044643998146057,0.9,1,1,0.17835583686828616,0.9540185406804085,0.1955356001853943,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687550.958445,1,follower,manual,-0.19808393716812134,0.056182146072387695,0.702974796295166,0.1,1,1,0.2980839371681213,0.9438178539276123,0.297025203704834,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687551.0636706,0,leader,manual,0.7216474413871765,0.04598749428987503,0.8044571876525879,0.9,1,1,0.1783525586128235,0.954012505710125,0.1955428123474121,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687551.1640182,1,follower,manual,-0.19808313250541687,0.05618967488408089,0.7029643058776855,0.1,1,1,0.29808313250541685,0.9438103251159191,0.29703569412231445,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687551.2698746,0,leader,manual,0.7216545343399048,0.045978013426065445,0.8044672608375549,0.9,1,1,0.17834546566009524,0.9540219865739346,0.19553273916244507,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687551.370272,1,follower,manual,-0.19808538258075714,0.056180622428655624,0.7029718160629272,0.1,1,1,0.2980853825807571,0.9438193775713444,0.29702818393707275,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687551.5660908,0,leader,manual,0.7216537594795227,0.045977432280778885,0.8044649362564087,0.9,1,1,0.17834624052047732,0.9540225677192211,0.1955350637435913,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687551.6663725,1,follower,manual,-0.19807837903499603,0.05617178604006767,0.7029779553413391,0.1,1,1,0.298078379034996,0.9438282139599323,0.2970220446586609,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687551.7744997,0,leader,manual,0.7216453552246094,0.04598165303468704,0.804458737373352,0.9,1,1,0.17835464477539065,0.954018346965313,0.19554126262664795,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687551.874827,1,follower,manual,-0.19808146357536316,0.05617830157279968,0.7029697299003601,0.1,1,1,0.29808146357536314,0.9438216984272003,0.2970302700996399,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687551.9762115,0,leader,manual,0.7216483950614929,0.04597526416182518,0.804463267326355,0.9,1,1,0.1783516049385071,0.9540247358381748,0.19553673267364502,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687552.0764518,1,follower,manual,-0.19808462262153625,0.05618184059858322,0.702962338924408,0.1,1,1,0.29808462262153623,0.9438181594014168,0.29703766107559204,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687552.288217,0,leader,manual,0.7216472029685974,0.04598071798682213,0.8044617176055908,0.9,1,1,0.1783527970314026,0.9540192820131779,0.19553828239440918,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687552.2883344,1,follower,manual,-0.1980917900800705,0.056173428893089294,0.7029692530632019,0.1,1,1,0.2980917900800705,0.9438265711069107,0.2970307469367981,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687552.4836822,0,leader,manual,0.7216436266899109,0.04598663002252579,0.8044582605361938,0.9,1,1,0.17835637331008913,0.9540133699774742,0.19554173946380615,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687552.4837615,1,follower,manual,-0.19808849692344666,0.05617864057421684,0.7029688358306885,0.1,1,1,0.29808849692344663,0.9438213594257832,0.2970311641693115,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687552.6854548,0,leader,manual,0.7215472459793091,0.04595089703798294,0.8045794367790222,0.9,1,1,0.17845275402069094,0.9540491029620171,0.19542056322097778,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687552.6858125,1,follower,manual,-0.19808664917945862,0.056176815181970596,0.7029721140861511,0.1,1,1,0.2980866491794586,0.9438231848180294,0.2970278859138489,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687552.8899333,0,leader,manual,0.7215377688407898,0.04595537483692169,0.8045755624771118,0.9,1,1,0.17846223115921023,0.9540446251630783,0.19542443752288818,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687552.890287,1,follower,manual,-0.19808156788349152,0.056183215230703354,0.7029751539230347,0.1,1,1,0.2980815678834915,0.9438167847692966,0.29702484607696533,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687561.3066862,0,leader,manual,0.7216449975967407,0.045986928045749664,0.8044615983963013,0.9,1,1,0.1783550024032593,0.9540130719542503,0.19553840160369873,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687561.4071674,1,follower,manual,-0.19808268547058105,0.056178316473960876,0.7029545307159424,0.1,1,1,0.29808268547058103,0.9438216835260391,0.2970454692840576,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687561.4094307,0,follower,auto,0.7376298904418945,0.881683886051178,0.8094730973243713,0.9,1,1,0.1623701095581055,0.11831611394882202,0.19052690267562866,19.03960692882538,14.484298124909401,10.75298696756363,0,,,,,,,,True,16.0,19.0,0.0,optimal,0,16.0,19.0,1.0393445505652323,1.5247422251257792
1760687561.5100083,1,follower,auto,-0.2728380262851715,0.9080885052680969,0.6447977423667908,0.09999999999999998,1.0,1.0,0.3728380262851715,0.09191149473190308,0.35520225763320923,20,20,9.24701303243637,0,,,,,,,,True,30.0,30.0,0.0,optimal,0,30.0,30.0,0.3302047171484982,0.5310629638325726
1760687561.7139745,0,leader,auto,0.7376298904418945,0.881683886051178,0.8094730973243713,0.9,1,1,0.1623701095581055,0.11831611394882202,0.19052690267562866,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687561.814773,1,follower,auto,-0.2728380262851715,0.9080885052680969,0.6447977423667908,0.09999999999999998,1.0,1.0,0.3728380262851715,0.09191149473190308,0.35520225763320923,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687561.821039,0,follower,auto,0.7406211495399475,0.892020046710968,0.8070089221000671,0.9,1,1,0.1593788504600525,0.10797995328903198,0.19299107789993286,18.990205949544908,13.458507522940636,9.765652769804001,0,,,,,,,,True,15.0,19.0,0.0,optimal,0,15.0,19.0,1.0397830874949854,1.5133588983119628
1760687561.9226046,1,follower,auto,-0.2786649763584137,0.9144319295883179,0.6438777446746826,0.09999999999999998,1.0,1.0,0.3786649763584137,0.08556807041168213,0.3561222553253174,20,20,8.248560756444931,0,,,,,,,,True,30.0,30.0,0.0,optimal,0,30.0,30.0,0.332232719136191,0.5398680209896508
1760687562.0731387,0,leader,auto,0.7406211495399475,0.892020046710968,0.8070089221000671,0.9,1,1,0.1593788504600525,0.10797995328903198,0.19299107789993286,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687562.173423,1,follower,auto,-0.2786649763584137,0.9144319295883179,0.6438777446746826,0.09999999999999998,1.0,1.0,0.3786649763584137,0.08556807041168213,0.3561222553253174,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687562.1741054,0,follower,auto,0.7561560869216919,0.9060894250869751,0.8224790096282959,0.9,1,1,0.14384391307830813,0.0939105749130249,0.1775209903717041,16.9546302485466,12.39459474682808,8.694836879968642,0,,,,,,,,True,14.0,17.0,0.0,optimal,0,14.0,17.0,1.0882437490678676,1.8104105690398957
1760687562.27451,1,follower,auto,-0.26810359954833984,0.9239195585250854,0.6602832674980164,0.09999999999999998,1.0,1.0,0.3681035995483398,0.07608044147491455,0.33971673250198364,20,20,7.175549614429474,0,,,,,,,,True,30.0,30.0,0.0,optimal,0,30.0,30.0,0.34785353342863357,0.6565615240551977
1760687562.381775,0,leader,auto,0.7561560869216919,0.9060894250869751,0.8224790096282959,0.9,1,1,0.14384391307830813,0.0939105749130249,0.1775209903717041,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687562.4821112,1,follower,auto,-0.26810359954833984,0.9239195585250854,0.6602832674980164,0.09999999999999998,1.0,1.0,0.3681035995483398,0.07608044147491455,0.33971673250198364,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687562.483876,0,follower,auto,0.7786455154418945,0.9180792570114136,0.8453131914138794,0.9,1,1,0.12135448455810549,0.08192074298858643,0.1546868085861206,14.956600568532943,10.343488469123841,7.641009496212005,0,,,,,,,,True,12.0,15.0,0.0,optimal,0,12.0,15.0,1.1608432302960914,2.050935942175411
1760687562.584776,1,follower,auto,-0.2489219605922699,0.9371408224105835,0.6822957992553711,0.09999999999999998,1.0,1.0,0.3489219605922699,0.0628591775894165,0.3177042007446289,20,20,6.131750255227089,0,,,,,,,,True,30.0,30.0,0.0,optimal,0,30.0,30.0,0.3674897001466252,0.7514416086901929
1760687562.6921334,0,leader,auto,0.7786455154418945,0.9180792570114136,0.8453131914138794,0.9,1,1,0.12135448455810549,0.08192074298858643,0.1546868085861206,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687562.7924647,1,follower,auto,-0.2489219605922699,0.9371408224105835,0.6822957992553711,0.09999999999999998,1.0,1.0,0.3489219605922699,0.0628591775894165,0.3177042007446289,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687562.7946813,0,follower,auto,0.8041308522224426,0.9281808137893677,0.8708460927009583,0.9,1,1,0.0958691477775574,0.07181918621063232,0.12915390729904175,11.969542968821525,7.321336868226528,6.615601481962204,0,,,,,,,,True,9.0,12.0,0.0,optimal,0,9.0,12.0,1.2449993446685177,2.1368449025201106
1760687562.895685,1,follower,auto,-0.220586895942688,0.9505588412284851,0.7089654207229614,0.09999999999999998,1.0,1.0,0.32058689594268797,0.04944115877151489,0.2910345792770386,20,20,4.096975847899913,0,,,,,,,,True,30.0,29.0,0.0,optimal,0,30.0,29.0,0.39129054644251593,0.8531448834492555
1760687562.9977608,0,leader,auto,0.8041308522224426,0.9281808137893677,0.8708460927009583,0.9,1,1,0.0958691477775574,0.07181918621063232,0.12915390729904175,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687563.0980928,1,follower,auto,-0.220586895942688,0.9505588412284851,0.7089654207229614,0.09999999999999998,1.0,1.0,0.32058689594268797,0.04944115877151489,0.2910345792770386,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687563.0993292,0,follower,auto,0.8274558186531067,0.9371916651725769,0.8950325846672058,0.9,1,1,0.07254418134689333,0.0628083348274231,0.10496741533279419,9.97893252329588,5.341103712564707,5.637696335306168,0,,,,,,,,True,7.0,10.0,0.0,optimal,0,7.0,10.0,1.3257664594389418,2.148989633252377
1760687563.2000296,1,follower,auto,-0.18484783172607422,0.9611818790435791,0.7495344877243042,0.09999999999999998,1.0,1.0,0.2848478317260742,0.0388181209564209,0.2504655122756958,20,20,3.0041035159885885,0,,,,,,,,True,28.0,25.0,0.0,optimal,0,28.0,25.0,0.43597066918196614,1.1063480351738466
1760687563.3027554,0,leader,auto,0.8274558186531067,0.9371916651725769,0.8950325846672058,0.9,1,1,0.07254418134689333,0.0628083348274231,0.10496741533279419,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687563.403275,1,follower,auto,-0.18484783172607422,0.9611818790435791,0.7495344877243042,0.09999999999999998,1.0,1.0,0.2848478317260742,0.0388181209564209,0.2504655122756958,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
1760687563.40638,0,follower,auto,0.8475437760353088,0.9452189207077026,0.9138415455818176,0.9,1,1,0.052456223964691184,0.05478107929229736,0.08615845441818237,7.969354651440859,3.383348233951926,4.708712988969803,0,,,,,,,,True,5.0,8.0,0.0,optimal,0,5.0,8.0,1.3934368227275549,2.0605360790078966
1760687563.508132,1,follower,auto,-0.14588962495326996,0.9586755633354187,0.8011265993118286,0.09999999999999998,1.0,1.0,0.24588962495326994,0.0413244366645813,0.1988734006881714,18.969997721822857,20,3.8881424619096516,0,,,,,,,,True,24.0,19.0,0.0,optimal,0,24.0,19.0,0.5030876107939409,1.3510794068756256
1760687563.6116385,0,leader,auto,0.8475437760353088,0.9452189207077026,0.9138415455818176,0.9,1,1,0.052456223964691184,0.05478107929229736,0.08615845441818237,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,
