timestamp,drone_id,role,mode,x,y,z,target_x,target_y,target_z,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,obs_error_x,obs_error_y,obs_error_z,obs_state_x,obs_state_y,obs_state_z,cbf_fire_flag,rc_safe_x,rc_safe_z,rc_diff_norm,qp_status,active_constraint_id,rc_nom_x,rc_nom_z,h_x,HOh_x,h2_value,h2_satisfied,h3_value,h3_satisfied,velocity_diff_x,velocity_diff_y
1761034264.8442824,0,leader,manual,0.8039590716362,0.04797599837183952,0.7551456093788147,0.55,1,1,-0.2539590716361999,0.9520240016281605,0.2448543906211853,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034264.9445686,1,follower,manual,0.08061432093381882,0.05534707009792328,0.8128138184547424,0.1,1,1,0.01938567906618119,0.9446529299020767,0.18718618154525757,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034265.052343,0,leader,manual,0.8039587736129761,0.04797959700226784,0.7551469206809998,0.55,1,1,-0.25395877361297603,0.9520204029977322,0.24485307931900024,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034265.1526,1,follower,manual,0.08061881363391876,0.05534477159380913,0.8128138184547424,0.1,1,1,0.019381186366081243,0.9446552284061909,0.18718618154525757,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034265.2549443,0,leader,manual,0.8039574027061462,0.04797595739364624,0.7551460266113281,0.55,1,1,-0.2539574027061462,0.9520240426063538,0.24485397338867188,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034265.355183,1,follower,manual,0.08061812818050385,0.055342189967632294,0.8128194808959961,0.1,1,1,0.01938187181949616,0.9446578100323677,0.1871805191040039,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034265.4588106,0,leader,manual,0.8039548993110657,0.04797815531492233,0.7551445960998535,0.55,1,1,-0.25395489931106563,0.9520218446850777,0.24485540390014648,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034265.5590396,1,follower,manual,0.08061559498310089,0.05534512177109718,0.8128169178962708,0.1,1,1,0.019384405016899114,0.9446548782289028,0.18718308210372925,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034265.6635997,0,leader,manual,0.8039574027061462,0.047981470823287964,0.7551380395889282,0.55,1,1,-0.2539574027061462,0.952018529176712,0.24486196041107178,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034265.7638984,1,follower,manual,0.08061608672142029,0.05534721910953522,0.812812864780426,0.1,1,1,0.019383913278579717,0.9446527808904648,0.18718713521957397,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034274.1818595,0,leader,manual,0.8039581775665283,0.04797867685556412,0.7551447153091431,0.55,1,1,-0.2539581775665283,0.9520213231444359,0.24485528469085693,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034274.2821615,1,follower,manual,0.08061361312866211,0.055347561836242676,0.8128182291984558,0.1,1,1,0.019386386871337896,0.9446524381637573,0.1871817708015442,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034274.282686,0,follower,manual,0.9956427812576294,0.8465038537979126,0.9993201494216919,0.55,1,1,-0.44564278125762935,0.1534961462020874,0.0006798505783081055,0,0,0,0,,,,,,,,False,,,,,,,,,,,,,,,
1761034274.3829916,1,follower,manual,0.029821250587701797,0.8463155627250671,0.8112373352050781,0.1,1,1,0.07017874941229821,0.15368443727493286,0.18876266479492188,0,0,0,0,,,,,,,,False,,,,,,,,,,,,,,,
1761034274.585837,0,leader,manual,0.9956427812576294,0.8465038537979126,0.9993201494216919,0.55,1,1,-0.44564278125762935,0.1534961462020874,0.0006798505783081055,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034274.686178,1,follower,manual,0.029821250587701797,0.8463155627250671,0.8112373352050781,0.1,1,1,0.07017874941229821,0.15368443727493286,0.18876266479492188,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034274.686604,0,follower,manual,1.0074462890625,0.8601164221763611,1.0084567070007324,0.55,1,1,-0.45744628906249996,0.13988357782363892,-0.008456707000732422,0,0,0,0,,,,,,,,False,,,,,,,,,,,,,,,
1761034274.786869,1,follower,manual,0.030417082831263542,0.8538559079170227,0.8153155446052551,0.1,1,1,0.06958291716873646,0.1461440920829773,0.18468445539474487,0,0,0,0,,,,,,,,False,,,,,,,,,,,,,,,
1761034274.8928804,0,leader,manual,1.0074462890625,0.8601164221763611,1.0084567070007324,0.55,1,1,-0.45744628906249996,0.13988357782363892,-0.008456707000732422,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034274.9931607,1,follower,manual,0.030417082831263542,0.8538559079170227,0.8153155446052551,0.1,1,1,0.06958291716873646,0.1461440920829773,0.18468445539474487,0,0,0,0,1.0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,
1761034274.9935658,0,follower,manual,1.0159746408462524,0.8677054047584534,1.0164766311645508,0.55,1,1,-0.4659746408462524,0.13229459524154663,-0.01647663116455078,0,0,0,0,,,,,,,,False,,,,,,,,,,,,,,,
1761034275.0938542,1,follower,manual,0.03994468227028847,0.8453883528709412,0.8221050500869751,0.1,1,1,0.06005531772971154,0.15461164712905884,0.1778949499130249,0,0,0,0,,,,,,,,False,,,,,,,,,,,,,,,
