timestamp,drone_id,role,mode,x,y,z,target_x,target_y,target_z,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,obs_error_x,obs_error_y,obs_error_z,obs_state_x,obs_state_y,obs_state_z
1756101982.6436741,0,leader,manual,-0.08517242968082428,0.054778993129730225,0.09712167084217072,0,1,0,0.08517242968082428,0.9452210068702698,-0.09712167084217072,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101982.7443292,1,follower,manual,0.8004086017608643,0.04692346230149269,0.09831450879573822,0,1,1,-0.8004086017608643,0.9530765376985073,0.9016854912042618,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101982.8476,0,leader,manual,-0.08517517149448395,0.054780129343271255,0.09711965918540955,0,1,0,0.08517517149448395,0.9452198706567287,-0.09711965918540955,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101982.9480402,1,follower,manual,0.8004108667373657,0.04692402482032776,0.09831643849611282,0,1,1,-0.8004108667373657,0.9530759751796722,0.9016835615038872,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101983.0548358,0,leader,manual,-0.08517006039619446,0.05477002635598183,0.09711587429046631,0,1,0,0.08517006039619446,0.9452299736440182,-0.09711587429046631,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101983.1551695,1,follower,manual,0.8004125952720642,0.046918824315071106,0.09831143170595169,0,1,1,-0.8004125952720642,0.9530811756849289,0.9016885682940483,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101983.2573686,0,leader,manual,-0.0851697102189064,0.05476623773574829,0.09710722416639328,0,1,0,0.0851697102189064,0.9452337622642517,-0.09710722416639328,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101983.3577034,1,follower,manual,0.8004094958305359,0.04691436141729355,0.09830725193023682,0,1,1,-0.8004094958305359,0.9530856385827065,0.9016927480697632,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101983.4598014,0,leader,manual,-0.08517428487539291,0.05476857349276543,0.09711883962154388,0,1,0,0.08517428487539291,0.9452314265072346,-0.09711883962154388,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101983.5600758,1,follower,manual,0.8004103899002075,0.04691903665661812,0.09831441938877106,0,1,1,-0.8004103899002075,0.9530809633433819,0.9016855806112289,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101983.7143707,0,leader,manual,-0.08516810089349747,0.05477166920900345,0.09712269902229309,0,1,0,0.08516810089349747,0.9452283307909966,-0.09712269902229309,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101983.8146136,1,follower,manual,0.8004061579704285,0.04692147672176361,0.09831378608942032,0,1,1,-0.8004061579704285,0.9530785232782364,0.9016862139105797,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101983.9185154,0,leader,manual,-0.08516449481248856,0.054780252277851105,0.09712116420269012,0,1,0,0.08516449481248856,0.9452197477221489,-0.09712116420269012,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101984.0188534,1,follower,manual,0.8004117012023926,0.046921953558921814,0.0983036458492279,0,1,1,-0.8004117012023926,0.9530780464410782,0.9016963541507721,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101984.1221693,0,leader,manual,-0.08516943454742432,0.05478311702609062,0.09711393713951111,0,1,0,0.08516943454742432,0.9452168829739094,-0.09711393713951111,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101984.2225037,1,follower,manual,0.8004066944122314,0.04692728817462921,0.09831137210130692,0,1,1,-0.8004066944122314,0.9530727118253708,0.9016886278986931,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101984.3263872,0,leader,manual,-0.08516789972782135,0.054781049489974976,0.09711599349975586,0,1,0,0.08516789972782135,0.945218950510025,-0.09711599349975586,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101984.4267166,1,follower,manual,0.8004102110862732,0.04692392796278,0.09830887615680695,0,1,1,-0.8004102110862732,0.95307607203722,0.901691123843193,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101989.2397387,0,leader,manual,-0.08516790717840195,0.05477353557944298,0.09710879623889923,0,1,0,0.08516790717840195,0.945226464420557,-0.09710879623889923,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101989.3403313,1,follower,manual,0.8004077076911926,0.04691948741674423,0.09830781072378159,0,1,1,-0.8004077076911926,0.9530805125832558,0.9016921892762184,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101989.3421638,0,follower,manual,-0.09124968945980072,0.909851610660553,0.09132757037878036,0,1,0,0.09124968945980072,0.09014838933944702,-0.09132757037878036,0,0,0,0,,,,,,,
1756101989.442593,1,follower,manual,0.7517894506454468,0.8439065217971802,0.0374637171626091,0,1,1,-0.7517894506454468,0.15609347820281982,0.9625362828373909,0,0,0,0,,,,,,,
1756101989.6459029,0,leader,manual,-0.09124968945980072,0.909851610660553,0.09132757037878036,0,1,0,0.09124968945980072,0.09014838933944702,-0.09132757037878036,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101989.7463043,1,follower,manual,0.7517894506454468,0.8439065217971802,0.0374637171626091,0,1,1,-0.7517894506454468,0.15609347820281982,0.9625362828373909,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101989.7466872,0,follower,manual,-0.09243794530630112,0.929655909538269,0.08517953753471375,0,1,0,0.09243794530630112,0.07034409046173096,-0.08517953753471375,0,0,0,0,,,,,,,
1756101989.849269,1,follower,manual,0.7486270666122437,0.845866322517395,0.028027290478348732,0,1,1,-0.7486270666122437,0.15413367748260498,0.9719727095216513,0,0,0,0,,,,,,,
1756101989.994644,0,leader,manual,-0.09243794530630112,0.929655909538269,0.08517953753471375,0,1,0,0.09243794530630112,0.07034409046173096,-0.08517953753471375,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101990.09517,1,follower,manual,0.7486270666122437,0.845866322517395,0.028027290478348732,0,1,1,-0.7486270666122437,0.15413367748260498,0.9719727095216513,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101990.0959156,0,follower,manual,-0.0935375764966011,0.9367923736572266,0.07864708453416824,0,1,0,0.0935375764966011,0.06320762634277344,-0.07864708453416824,0,0,0,0,,,,,,,
1756101990.1964138,1,follower,manual,0.7434130907058716,0.8426194787025452,0.018837200477719307,0,1,1,-0.7434130907058716,0.15738052129745483,0.9811627995222807,0,0,0,0,,,,,,,
1756101990.3016515,0,leader,manual,-0.0935375764966011,0.9367923736572266,0.07864708453416824,0,1,0,0.0935375764966011,0.06320762634277344,-0.07864708453416824,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101990.4027858,1,follower,manual,0.7434130907058716,0.8426194787025452,0.018837200477719307,0,1,1,-0.7434130907058716,0.15738052129745483,0.9811627995222807,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101990.4035707,0,follower,manual,-0.09083801507949829,0.9344440698623657,0.07378613948822021,0,1,0,0.09083801507949829,0.06555593013763428,-0.07378613948822021,0,0,0,0,,,,,,,
1756101990.5038788,1,follower,manual,0.7415655255317688,0.8352609872817993,0.020300960168242455,0,1,1,-0.7415655255317688,0.16473901271820068,0.9796990398317575,0,0,0,0,,,,,,,
1756101990.6085687,0,leader,manual,-0.09083801507949829,0.9344440698623657,0.07378613948822021,0,1,0,0.09083801507949829,0.06555593013763428,-0.07378613948822021,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101990.7088492,1,follower,manual,0.7415655255317688,0.8352609872817993,0.020300960168242455,0,1,1,-0.7415655255317688,0.16473901271820068,0.9796990398317575,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101990.7092144,0,follower,manual,-0.08366977423429489,0.926666796207428,0.06666705012321472,0,1,0,0.08366977423429489,0.07333320379257202,-0.06666705012321472,0,0,0,0,,,,,,,
1756101990.8094676,1,follower,manual,0.7429801821708679,0.8356199264526367,0.017781110480427742,0,1,1,-0.7429801821708679,0.16438007354736328,0.9822188895195723,0,0,0,0,,,,,,,
1756101990.9185224,0,leader,manual,-0.08366977423429489,0.926666796207428,0.06666705012321472,0,1,0,0.08366977423429489,0.07333320379257202,-0.06666705012321472,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101991.0188537,1,follower,manual,0.7429801821708679,0.8356199264526367,0.017781110480427742,0,1,1,-0.7429801821708679,0.16438007354736328,0.9822188895195723,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101991.0192435,0,follower,manual,-0.07627533376216888,0.9215685129165649,0.059388577938079834,0,1,0,0.07627533376216888,0.07843148708343506,-0.059388577938079834,0,0,0,0,,,,,,,
1756101991.2196858,1,follower,manual,0.7467079758644104,0.8504738211631775,0.015047949738800526,0,1,1,-0.7467079758644104,0.1495261788368225,0.9849520502611995,0,0,0,0,,,,,,,
1756101991.3309107,0,leader,manual,-0.07627533376216888,0.9215685129165649,0.059388577938079834,0,1,0,0.07627533376216888,0.07843148708343506,-0.059388577938079834,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101991.4311776,1,follower,manual,0.7467079758644104,0.8504738211631775,0.015047949738800526,0,1,1,-0.7467079758644104,0.1495261788368225,0.9849520502611995,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101991.431498,0,follower,manual,-0.08016796410083771,0.9177774786949158,0.051847927272319794,0,1,0,0.08016796410083771,0.08222252130508423,-0.051847927272319794,0,0,0,0,,,,,,,
1756101991.5317478,1,follower,manual,0.7596875429153442,0.8658851385116577,0.014718697406351566,0,1,1,-0.7596875429153442,0.13411486148834229,0.9852813025936484,0,0,0,0,,,,,,,
1756101991.6724365,0,leader,manual,-0.08016796410083771,0.9177774786949158,0.051847927272319794,0,1,0,0.08016796410083771,0.08222252130508423,-0.051847927272319794,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101991.7728088,1,follower,manual,0.7596875429153442,0.8658851385116577,0.014718697406351566,0,1,1,-0.7596875429153442,0.13411486148834229,0.9852813025936484,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101991.7730558,0,follower,manual,-0.08880991488695145,0.9124807119369507,0.04755992442369461,0,1,0,0.08880991488695145,0.08751928806304932,-0.04755992442369461,0,0,0,0,,,,,,,
1756101991.8732576,1,follower,manual,0.7554778456687927,0.8546984195709229,0.020300783216953278,0,1,1,-0.7554778456687927,0.14530158042907715,0.9796992167830467,0,0,0,0,,,,,,,
1756101991.9792545,0,leader,manual,-0.08880991488695145,0.9124807119369507,0.04755992442369461,0,1,0,0.08880991488695145,0.08751928806304932,-0.04755992442369461,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101992.079626,1,follower,manual,0.7554778456687927,0.8546984195709229,0.020300783216953278,0,1,1,-0.7554778456687927,0.14530158042907715,0.9796992167830467,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101992.0804121,0,follower,manual,-0.0980067178606987,0.9064674377441406,0.04311152175068855,0,1,0,0.0980067178606987,0.09353256225585938,-0.04311152175068855,0,0,0,0,,,,,,,
1756101992.1807272,1,follower,manual,0.7435332536697388,0.8367223143577576,0.025090109556913376,0,1,1,-0.7435332536697388,0.16327768564224243,0.9749098904430866,0,0,0,0,,,,,,,
1756101992.2863865,0,leader,manual,-0.0980067178606987,0.9064674377441406,0.04311152175068855,0,1,0,0.0980067178606987,0.09353256225585938,-0.04311152175068855,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101992.3868716,1,follower,manual,0.7435332536697388,0.8367223143577576,0.025090109556913376,0,1,1,-0.7435332536697388,0.16327768564224243,0.9749098904430866,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101992.387644,0,follower,manual,-0.10230032354593277,0.8995411396026611,0.038225721567869186,0,1,0,0.10230032354593277,0.10045886039733887,-0.038225721567869186,0,0,0,0,,,,,,,
1756101992.4880407,1,follower,manual,0.7277654409408569,0.8309130668640137,0.027670307084918022,0,1,1,-0.7277654409408569,0.16908693313598633,0.972329692915082,0,0,0,0,,,,,,,
1756101992.5937872,0,leader,manual,-0.10230032354593277,0.8995411396026611,0.038225721567869186,0,1,0,0.10230032354593277,0.10045886039733887,-0.038225721567869186,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101992.6942832,1,follower,manual,0.7277654409408569,0.8309130668640137,0.027670307084918022,0,1,1,-0.7277654409408569,0.16908693313598633,0.972329692915082,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101992.6951275,0,follower,manual,-0.10017549991607666,0.9000903367996216,0.036882031708955765,0,1,0,0.10017549991607666,0.09990966320037842,-0.036882031708955765,0,0,0,0,,,,,,,
1756101992.795523,1,follower,manual,0.7151061296463013,0.8369979858398438,0.02862728387117386,0,1,1,-0.7151061296463013,0.16300201416015625,0.9713727161288261,0,0,0,0,,,,,,,
1756101992.9158192,0,leader,manual,-0.10017549991607666,0.9000903367996216,0.036882031708955765,0,1,0,0.10017549991607666,0.09990966320037842,-0.036882031708955765,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101993.0162318,1,follower,manual,0.7151061296463013,0.8369979858398438,0.02862728387117386,0,1,1,-0.7151061296463013,0.16300201416015625,0.9713727161288261,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101993.016505,0,follower,manual,-0.09882472455501556,0.8978328704833984,0.03960480913519859,0,1,0,0.09882472455501556,0.10216712951660156,-0.03960480913519859,0,0,0,0,,,,,,,
1756101993.1167371,1,follower,manual,0.7083356380462646,0.845589280128479,0.03147151321172714,0,1,1,-0.7083356380462646,0.154410719871521,0.9685284867882729,0,0,0,0,,,,,,,
1756101993.25806,0,leader,manual,-0.09882472455501556,0.8978328704833984,0.03960480913519859,0,1,0,0.09882472455501556,0.10216712951660156,-0.03960480913519859,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101993.3584075,1,follower,manual,0.7083356380462646,0.845589280128479,0.03147151321172714,0,1,1,-0.7083356380462646,0.154410719871521,0.9685284867882729,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101993.3587792,0,follower,manual,-0.09954562038183212,0.9010810256004333,0.03842681646347046,0,1,0,0.09954562038183212,0.09891897439956665,-0.03842681646347046,0,0,0,0,,,,,,,
1756101993.459153,1,follower,manual,0.7040483951568604,0.8540303707122803,0.027227060869336128,0,1,1,-0.7040483951568604,0.14596962928771973,0.9727729391306639,0,0,0,0,,,,,,,
1756101993.5641706,0,leader,manual,-0.09954562038183212,0.9010810256004333,0.03842681646347046,0,1,0,0.09954562038183212,0.09891897439956665,-0.03842681646347046,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101993.6645243,1,follower,manual,0.7040483951568604,0.8540303707122803,0.027227060869336128,0,1,1,-0.7040483951568604,0.14596962928771973,0.9727729391306639,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101993.6650903,0,follower,manual,-0.09864072501659393,0.9267333745956421,0.032793156802654266,0,1,0,0.09864072501659393,0.07326662540435791,-0.032793156802654266,0,0,0,0,,,,,,,
1756101993.7654395,1,follower,manual,0.7008559107780457,0.8542003631591797,0.0232526995241642,0,1,1,-0.7008559107780457,0.1457996368408203,0.9767473004758358,0,0,0,0,,,,,,,
1756101993.8680875,0,leader,manual,-0.09864072501659393,0.9267333745956421,0.032793156802654266,0,1,0,0.09864072501659393,0.07326662540435791,-0.032793156802654266,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101993.9684594,1,follower,manual,0.7008559107780457,0.8542003631591797,0.0232526995241642,0,1,1,-0.7008559107780457,0.1457996368408203,0.9767473004758358,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101993.968906,0,follower,manual,-0.09271569550037384,0.9603123068809509,0.02211998589336872,0,1,0,0.09271569550037384,0.03968769311904907,-0.02211998589336872,0,0,0,0,,,,,,,
1756101994.0691514,1,follower,manual,0.7003089785575867,0.8603910803794861,0.01778464764356613,0,1,1,-0.7003089785575867,0.13960891962051392,0.9822153523564339,0,0,0,0,,,,,,,
1756101994.1745882,0,leader,manual,-0.09271569550037384,0.9603123068809509,0.02211998589336872,0,1,0,0.09271569550037384,0.03968769311904907,-0.02211998589336872,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101994.2749867,1,follower,manual,0.7003089785575867,0.8603910803794861,0.01778464764356613,0,1,1,-0.7003089785575867,0.13960891962051392,0.9822153523564339,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101994.275401,0,follower,manual,-0.08355633914470673,0.9807512760162354,0.012367600575089455,0,1,0,0.08355633914470673,0.01924872398376465,-0.012367600575089455,0,0,0,0,,,,,,,
1756101994.3757489,1,follower,manual,0.6939691305160522,0.8628554940223694,0.013597208075225353,0,1,1,-0.6939691305160522,0.13714450597763062,0.9864027919247746,0,0,0,0,,,,,,,
1756101994.4845035,0,leader,manual,-0.08355633914470673,0.9807512760162354,0.012367600575089455,0,1,0,0.08355633914470673,0.01924872398376465,-0.012367600575089455,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101994.5854652,1,follower,manual,0.6939691305160522,0.8628554940223694,0.013597208075225353,0,1,1,-0.6939691305160522,0.13714450597763062,0.9864027919247746,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101994.586507,0,follower,manual,-0.07472521811723709,0.9839264154434204,0.004137824755162001,0,1,0,0.07472521811723709,0.01607358455657959,-0.004137824755162001,0,0,0,0,,,,,,,
1756101994.7870626,1,follower,manual,0.685984194278717,0.8570707440376282,0.011984029784798622,0,1,1,-0.685984194278717,0.14292925596237183,0.9880159702152014,0,0,0,0,,,,,,,
1756101994.889438,0,leader,manual,-0.07472521811723709,0.9839264154434204,0.004137824755162001,0,1,0,0.07472521811723709,0.01607358455657959,-0.004137824755162001,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101994.989929,1,follower,manual,0.685984194278717,0.8570707440376282,0.011984029784798622,0,1,1,-0.685984194278717,0.14292925596237183,0.9880159702152014,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101994.9907231,0,follower,manual,-0.06627920269966125,0.9686591029167175,-0.004879612475633621,0,1,0,0.06627920269966125,0.03134089708328247,0.004879612475633621,0,0,0,0,,,,,,,
1756101995.1913748,1,follower,manual,0.6813504099845886,0.8389536738395691,0.01413113996386528,0,1,1,-0.6813504099845886,0.1610463261604309,0.9858688600361347,0,0,0,0,,,,,,,
1756101995.2973602,0,leader,manual,-0.06627920269966125,0.9686591029167175,-0.004879612475633621,0,1,0,0.06627920269966125,0.03134089708328247,0.004879612475633621,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101995.498244,1,follower,manual,0.6813504099845886,0.8389536738395691,0.01413113996386528,0,1,1,-0.6813504099845886,0.1610463261604309,0.9858688600361347,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101995.4999084,0,follower,manual,-0.06091904640197754,0.9433707594871521,-0.01863071322441101,0,1,0,0.06091904640197754,0.0566292405128479,0.01863071322441101,0,0,0,0,,,,,,,
1756101995.6003218,1,follower,manual,0.687626838684082,0.8216652274131775,0.028465768322348595,0,1,1,-0.687626838684082,0.1783347725868225,0.9715342316776514,0,0,0,0,,,,,,,
1756101995.8088574,0,leader,manual,-0.06091904640197754,0.9433707594871521,-0.01863071322441101,0,1,0,0.06091904640197754,0.0566292405128479,0.01863071322441101,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101995.9092476,1,follower,manual,0.687626838684082,0.8216652274131775,0.028465768322348595,0,1,1,-0.687626838684082,0.1783347725868225,0.9715342316776514,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101995.9096487,0,follower,manual,-0.04921418055891991,0.9219663739204407,-0.029354803264141083,0,1,0,0.04921418055891991,0.07803362607955933,0.029354803264141083,20,0,0,0,,,,,,,
1756101996.0106359,1,follower,manual,0.6915559768676758,0.8304052352905273,0.028883974999189377,0,1,1,-0.6915559768676758,0.16959476470947266,0.9711160250008106,20,0,0,0,,,,,,,
1756101996.2543242,0,leader,manual,-0.04921418055891991,0.9219663739204407,-0.029354803264141083,0,1,0,0.04921418055891991,0.07803362607955933,0.029354803264141083,20,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
