timestamp,drone_id,role,mode,x,y,z,target_x,target_y,target_z,error_x,error_y,error_z,rc_lr,rc_fb,rc_ud,rc_yaw,trust,obs_error_x,obs_error_y,obs_error_z,obs_state_x,obs_state_y,obs_state_z
1756101406.6353703,0,leader,manual,0.09277204424142838,0.0539567731320858,0.09086013585329056,0,1,0,-0.09277204424142838,0.9460432268679142,-0.09086013585329056,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101406.7360516,1,follower,manual,0.07832612097263336,0.05792485922574997,0.9967032670974731,0,1,1,-0.07832612097263336,0.94207514077425,0.0032967329025268555,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101406.9174557,0,leader,manual,0.09275926649570465,0.053983476012945175,0.09088322520256042,0,1,0,-0.09275926649570465,0.9460165239870548,-0.09088322520256042,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101407.0179486,1,follower,manual,0.07832416892051697,0.057948268949985504,0.9967128038406372,0,1,1,-0.07832416892051697,0.9420517310500145,0.003287196159362793,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101407.1221924,0,leader,manual,0.09276127070188522,0.053980130702257156,0.0908699631690979,0,1,0,-0.09276127070188522,0.9460198692977428,-0.0908699631690979,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101407.2228494,1,follower,manual,0.07833044230937958,0.05795653164386749,0.9967038631439209,0,1,1,-0.07833044230937958,0.9420434683561325,0.0032961368560791016,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101407.328398,0,leader,manual,0.09276648610830307,0.05398289114236832,0.09086503088474274,0,1,0,-0.09276648610830307,0.9460171088576317,-0.09086503088474274,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101407.4287243,1,follower,manual,0.07832743972539902,0.05794897302985191,0.9967108368873596,0,1,1,-0.07832743972539902,0.9420510269701481,0.003289163112640381,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101407.535041,0,leader,manual,0.09276512265205383,0.053979501128196716,0.09086745977401733,0,1,0,-0.09276512265205383,0.9460204988718033,-0.09086745977401733,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101407.6354005,1,follower,manual,0.07832295447587967,0.05794735625386238,0.9967127442359924,0,1,1,-0.07832295447587967,0.9420526437461376,0.0032872557640075684,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101407.740448,0,leader,manual,0.09276340156793594,0.053973663598299026,0.09086411446332932,0,1,0,-0.09276340156793594,0.946026336401701,-0.09086411446332932,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101407.8411708,1,follower,manual,0.07831544429063797,0.05793081223964691,0.9967089295387268,0,1,1,-0.07831544429063797,0.9420691877603531,0.0032910704612731934,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101408.0114796,0,leader,manual,0.09276264160871506,0.05396832153201103,0.09085830301046371,0,1,0,-0.09276264160871506,0.946031678467989,-0.09085830301046371,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1756101408.2120101,1,follower,manual,0.0783165991306305,0.05793887376785278,0.9966987371444702,0,1,1,-0.0783165991306305,0.9420611262321472,0.003301262855529785,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
