timestamp,event_type,subject,data
1755672644.9722936,fault_control,ドローン2,"{'original': [-7.038583529404862, 18.394867124611093, -4.704950927565546, 0], 'modified': [-7.038583529404862, 18.394867124611093, -4.704950927565546, 0], 'is_modified': False, 'drone_index': 1}"
1755672645.200241,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672645.2001307, 'connected': True, 'packets': 15186, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672645.3232992,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672645.3228967, 'connected': True, 'packets': 15216, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672645.3239732,mocap_counter_reset,ドローン1,{'position_missing_count': 0}
1755672645.3248308,fault_control,ドローン1,"{'original': [-10.98000903767827, -20, 9.6884069082834, 0], 'modified': [-10.98000903767827, 30, 9.6884069082834, 0], 'is_modified': True, 'drone_index': 0}"
1755672645.3254895,mocap_counter_reset,ドローン2,{'position_missing_count': 0}
1755672645.3261483,fault_control,ドローン2,"{'original': [7.981671553727369, 20, -3.605734603366271, 0], 'modified': [7.981671553727369, 20, -3.605734603366271, 0], 'is_modified': False, 'drone_index': 1}"
1755672645.6309993,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672645.6308887, 'connected': True, 'packets': 15290, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672645.6311178,mocap_counter_reset,ドローン1,{'position_missing_count': 0}
1755672645.631319,fault_control,ドローン1,"{'original': [-4.976429063804396, -20, 9.6837614211499, 0], 'modified': [-4.976429063804396, 30, 9.6837614211499, 0], 'is_modified': True, 'drone_index': 0}"
1755672645.6315823,mocap_counter_reset,ドローン2,{'position_missing_count': 0}
1755672645.631743,fault_control,ドローン2,"{'original': [19.99459728177678, 20, -1.6333896465632365, 0], 'modified': [19.99459728177678, 20, -1.6333896465632365, 0], 'is_modified': False, 'drone_index': 1}"
1755672646.0039997,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672646.0038848, 'connected': True, 'packets': 15380, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672646.0041056,mocap_counter_reset,ドローン1,{'position_missing_count': 0}
1755672646.0043063,fault_control,ドローン1,"{'original': [0.04754082956092108, -20, 10.655758201869109, 0], 'modified': [0.04754082956092108, 30, 10.655758201869109, 0], 'is_modified': True, 'drone_index': 0}"
1755672646.0044515,mocap_counter_reset,ドローン2,{'position_missing_count': 0}
1755672646.0046365,fault_control,ドローン2,"{'original': [20, 20, 0.2899961781119393, 0], 'modified': [20, 20, 0.2899961781119393, 0], 'is_modified': False, 'drone_index': 1}"
1755672646.2015545,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672646.2014484, 'connected': True, 'packets': 15426, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672646.395432,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672646.3944716, 'connected': True, 'packets': 15472, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672646.395862,mocap_counter_reset,ドローン1,{'position_missing_count': 0}
1755672646.396563,fault_control,ドローン1,"{'original': [0.05953145682268306, -20, 12.586110757222277, 0], 'modified': [0.05953145682268306, 30, 12.586110757222277, 0], 'is_modified': True, 'drone_index': 0}"
1755672646.3970861,mocap_counter_reset,ドローン2,{'position_missing_count': 0}
1755672646.3976316,fault_control,ドローン2,"{'original': [20, 12.113735682844595, 2.0910201776727293, 0], 'modified': [20, 12.113735682844595, 2.0910201776727293, 0], 'is_modified': False, 'drone_index': 1}"
1755672646.7052033,target_position_update,all_drones,left_0.05m
1755672646.7055452,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672646.7053726, 'connected': True, 'packets': 15548, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672646.7057805,mocap_counter_reset,ドローン1,{'position_missing_count': 0}
1755672646.7062938,fault_control,ドローン1,"{'original': [-13.951771054686747, -20, 13.53083133702991, 0], 'modified': [-13.951771054686747, 30, 13.53083133702991, 0], 'is_modified': True, 'drone_index': 0}"
1755672646.7066727,mocap_counter_reset,ドローン2,{'position_missing_count': 0}
1755672646.7070923,fault_control,ドローン2,"{'original': [4.040591894280512, 0.10690086396917016, 3.9060264295167335, 0], 'modified': [4.040591894280512, 0.10690086396917016, 3.9060264295167335, 0], 'is_modified': False, 'drone_index': 1}"
1755672647.1090095,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672647.1088865, 'connected': True, 'packets': 15644, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672647.1090782,mocap_counter_reset,ドローン1,{'position_missing_count': 0}
1755672647.1092029,fault_control,ドローン1,"{'original': [-17.987508687383425, -20, 12.521469965519064, 0], 'modified': [-17.987508687383425, 30, 12.521469965519064, 0], 'is_modified': True, 'drone_index': 0}"
1755672647.109324,mocap_counter_reset,ドローン2,{'position_missing_count': 0}
1755672647.1094146,fault_control,ドローン2,"{'original': [-12.944061894806744, -16.90056538190727, 6.67469111221512, 0], 'modified': [-12.944061894806744, -16.90056538190727, 6.67469111221512, 0], 'is_modified': False, 'drone_index': 1}"
1755672647.2031305,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672647.2028692, 'connected': True, 'packets': 15666, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672647.4154358,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672647.4151778, 'connected': True, 'packets': 15718, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672647.415682,mocap_counter_reset,ドローン1,{'position_missing_count': 0}
1755672647.416155,fault_control,ドローン1,"{'original': [-18.024052933754472, -20, 10.593595596869752, 0], 'modified': [-18.024052933754472, 30, 10.593595596869752, 0], 'is_modified': True, 'drone_index': 0}"
1755672647.4165256,mocap_counter_reset,ドローン2,{'position_missing_count': 0}
1755672647.4168718,fault_control,ドローン2,"{'original': [-20, -20, 7.663394547626316, 0], 'modified': [-20, -20, 7.663394547626316, 0], 'is_modified': False, 'drone_index': 1}"
1755672647.7286146,mocap_quality,MOCAP接続診断,"{'timestamp': 1755672647.728471, 'connected': True, 'packets': 15794, 'tracked_ids': 2, 'ids': '[1, 2]'}"
1755672647.7286863,mocap_counter_reset,ドローン1,{'position_missing_count': 0}
1755672647.7288194,fault_control,ドローン1,"{'original': [-9.993569683999404, -20, 11.792073478429009, 0], 'modified': [-9.993569683999404, 30, 11.792073478429009, 0], 'is_modified': True, 'drone_index': 0}"
